25	25	1.48818
25	30	1.32633
25	35	1.19686
25	40	1.1558
25	45	1.87216
25	50	1.60147
25	55	1.94482
25	60	1.35081
25	65	0.841497
25	70	0.508781
25	75	0.849197
25	80	0.417332
25	85	0.27508
25	90	0.65944
30	-90	0.631736
30	-85	0.310903
30	-80	0.143415
30	-75	0.360533
30	-70	0.444941
30	-65	0.00647764
30	-60	0.499621
30	-55	0.113205
30	-50	0.0871943
30	-45	0.085201
30	-40	0.0447453
30	-35	0.314375
30	-30	0.35667
30	-25	0.415657
30	-20	0.359102
30	-15	0.304575
30	-10	0.105865
30	-5	0.0932725
30	0	0.230464
30	5	0.664785
30	10	0.858031
30	15	0.714159
30	20	1.13697
30	25	1.84675
30	30	1.58503
30	35	1.44454
30	40	1.7523
30	45	1.98257
30	50	1.44372
30	55	0.937089
30	60	1.44479
30	65	1.17786
30	70	0.694727
30	75	0.95062
30	80	0.257565
30	85	0.374685
30	90	0.625162
35	-90	0.646056
35	-85	0.570134
35	-80	0.0287225
35	-75	0.176557
35	-70	0.441472
35	-65	0.043889
35	-60	0.0644599
35	-55	0.152197
35	-50	0.0798854
35	-45	0.0413369
35	-40	0.0316201
35	-35	0.1169
35	-30	0.188821
35	-25	0.310605
35	-20	0.133963
35	-15	0.196313
35	-10	0.730228
35	-5	0.378122
35	0	0.648278
35	5	1.22272
35	10	1.13209
35	15	1.17114
35	20	1.49853
35	25	1.72612
35	30	1.6389
35	35	1.76921
35	40	1.37224
35	45	1.28405
35	50	0.679037
35	55	0.666588
35	60	1.69291
35	65	1.15101
35	70	0.672979
35	75	1.46923
35	80	0.21247
35	85	0.251642
35	90	0.641408
40	-90	0.629691
40	-85	0.678712
40	-80	0.0409396
40	-75	0.0352165
40	-70	0.444492
40	-65	0.303088
40	-60	0.281954
40	-55	0.0772013
40	-50	0.204226
40	-45	0.0551531
40	-40	0.100291
40	-35	0.0725915
40	-30	0.0290069
40	-25	0.0894144
40	-20	0.0856216
40	-15	0.154697
40	-10	0.158325
40	-5	0.290599
40	0	0.873929
40	5	1.0108
40	10	0.991019
40	15	1.5374
40	20	1.99678
40	25	1.44643
40	30	1.1758
40	35	1.12338
40	40	0.814578
40	45	0.843239
40	50	0.655777
40	55	0.747487
40	60	1.48909
40	65	1.41821
40	70	0.955213
40	75	0.910532
40	80	0.361336
40	85	0.0903898
40	90	0.627954
45	-90	0.626393
45	-85	0.55846
45	-80	0.123825
45	-75	0.410541
45	-70	0.194734
45	-65	0.500186
45	-60	0.26358
45	-55	0.0145005
45	-50	0.182715
45	-45	0.428487
45	-40	0.248934
45	-35	0.214351
45	-30	0.218513
45	-25	0.281639
45	-20	0.14404
45	-15	0.018058
45	-10	0.352356
45	-5	0.657109
45	0	0.923744
45	5	1.37589
45	10	1.61444
45	15	1.22811
45	20	0.971136
45	25	0.745575
45	30	0.619346
45	35	1.04593
45	40	0.546988
45	45	1.33612
45	50	1.33092
45	55	1.15257
45	60	1.49871
45	65	1.47935
45	70	0.976303
45	75	0.520773
45	80	0.116965
45	85	0.196093
45	90	0.642929
50	-90	0.673819
50	-85	0.238766
50	-80	0.109734
50	-75	0.236225
